idPaymentMethod,idCustomer,paymentMethodType,paymentDetails
880,395,china-unionpay,5602257532957781
881,76,diners-club-carte-blanche,30035225413301
882,85,jcb,3571774743251202
883,32,americanexpress,374622985795672
884,311,jcb,3571785460896458
885,93,mastercard,5153428962148356
886,59,visa,4041592828495
887,119,jcb,3571256680384527
888,134,americanexpress,373676857513879
889,261,jcb,3582216523672154
890,384,jcb,3541217209685551
891,315,diners-club-us-ca,5456443360069926
892,479,jcb,3553055877184480
893,452,jcb,3541727485617391
894,382,switch,5641825880357474
895,160,diners-club-carte-blanche,30520527657481
896,23,visa-electron,4508676023049790
897,375,mastercard,5490869149078234
898,222,china-unionpay,560224385201736293
899,447,jcb,3569841114970456
900,360,laser,6771027665689105137
901,30,mastercard,5493166211537370
902,429,jcb,3537135118302306
903,172,visa,4041375422896
904,217,jcb,3587617096792482
905,148,laser,6771671747417434002
906,403,laser,670927759919540717
907,437,jcb,3549086723306362
908,353,jcb,3568892497612315
909,218,jcb,3544768325135001
910,268,switch,675924952518758374
911,419,jcb,3570897618576014
912,266,laser,677199819742329856
913,429,jcb,3557946737161534
914,27,diners-club-carte-blanche,30108358380850
915,339,jcb,3562306392198326
916,432,switch,4905224215658307
917,208,diners-club-carte-blanche,30183865147530
918,305,visa-electron,4405273862701519
919,490,visa-electron,4175009299748535
920,235,jcb,3576059309556110
921,136,diners-club-enroute,201786409131712
922,225,bankcard,5602230719994315
923,309,jcb,3557165727633093
924,357,jcb,3586369609750083
925,226,jcb,3543137012245484
926,147,switch,4911530967724424
927,345,jcb,3578820075347754
928,496,laser,67097055440002209
929,420,switch,6333423382601077
930,174,jcb,3589687536975268
931,327,laser,670656753449739276
932,264,switch,491188336469786977
933,21,jcb,3555431058860735
934,446,mastercard,5007663229019820
935,181,jcb,3539543588411341
936,195,jcb,3577435329978477
937,258,instapayment,6399884355955967
938,152,visa,4041370933970
939,140,diners-club-us-ca,5448008394726154
940,451,jcb,3552322287069276
941,334,jcb,3563281663664497
942,377,jcb,3547882606290968
943,436,jcb,3547230499022819
944,468,diners-club-enroute,201495533134176
945,51,jcb,3549573357844354
946,4,diners-club-enroute,201417116525703
947,166,switch,6759971200615840770
948,402,maestro,58939032945414586
949,316,jcb,3587622612678447
950,236,jcb,3552469331343007
951,20,maestro,501840475553487989
952,450,americanexpress,374288082953406
953,162,china-unionpay,5602253272508728
954,22,americanexpress,374622836909423
955,93,jcb,3586520780549971
956,102,jcb,3532556940834858
957,253,maestro,675906221680251119
958,102,jcb,3566598923245008
959,218,americanexpress,345899402007131
960,278,jcb,3577920917098051
961,395,instapayment,6381772915344121
962,450,jcb,3551905667108762
963,69,instapayment,6375724213992323
964,115,maestro,503818905390158355
965,433,mastercard,5007660136331058
966,452,jcb,3559458223310664
967,327,jcb,3536355028231053
968,170,diners-club-carte-blanche,30141633406208
969,144,jcb,3554532374705503
970,341,jcb,3586162328960178
971,24,jcb,3546333584613426
972,136,diners-club-enroute,201486738601457
973,95,jcb,3551786502293674
974,21,jcb,3543032909774615
975,249,jcb,3562121721780425
976,8,visa,4041591086389054
977,224,mastercard,5125342032218310
978,475,mastercard,5002357087160652
979,420,switch,6333037822094675
980,148,diners-club-international,36659405589632
981,40,maestro,6763701535258922
982,53,jcb,3552183903433662
983,32,china-unionpay,560224419876486940
984,72,maestro,06040682453081246
985,172,americanexpress,370349421432983
986,159,bankcard,5602228190676583
987,187,visa-electron,4175007551166644
988,372,jcb,3554987412149736
989,471,jcb,3546616639594058
990,192,bankcard,5610196704636155
991,134,jcb,3571043199772602
992,352,jcb,3582256583132624
993,127,china-unionpay,5610519092461125249
994,97,diners-club-carte-blanche,30080798294738
995,224,jcb,3533659952791120
996,165,maestro,6304117041299122659
997,256,diners-club-enroute,201701506985357
998,434,bankcard,5602252838857405
999,95,diners-club-enroute,201409966638249
1000,270,jcb,3588844116508263
